akron beacon journal,leftcenter
am new york,leftcenter
america magazine,leftcenter
american civil liberties union (aclu),leftcenter
american herald tribune,leftcenter
anniston star,leftcenter
anti-defamation league,leftcenter
american public media (apr),leftcenter
aol,leftcenter
apm reports,leftcenter
ara news,leftcenter
arizona daily star,leftcenter
arizona daily sun,leftcenter
asheville citizen-times,leftcenter
atlanta black star,leftcenter
atlanta journal-constitution,leftcenter
(the)atlantic,leftcenter
atlantic media,leftcenter
attn:,leftcenter
austin american-statesman,leftcenter
axios,leftcenter
backchannel,leftcenter
baltimore sun,leftcenter
bangor daily news,leftcenter
baptist news global,leftcenter
bbc,leftcenter
beijing review,leftcenter
berkeleyside,leftcenter
berkshire eagle,leftcenter
billmoyers.com,leftcenter
birmingham mail,leftcenter
blastingnews,leftcenter
bloomberg,leftcenter
bluestem prairie,leftcenter
boston globe,leftcenter
boy genius report (bgr),leftcenter
brookings institute,leftcenter
buffalo news,leftcenter
business insider,leftcenter
bustle magazine,leftcenter
buzzfeed,leftcenter
calgary herald,leftcenter
calwatchdog.com,leftcenter
canadaland,leftcenter
capital gazette,leftcenter
carolina public press,leftcenter
caribbean life news,leftcenter
cbc news,leftcenter
cbs news,leftcenter
cctv america,leftcenter
center for international policy,leftcenter
center for popular democracy,leftcenter
center on budget and policy priorities,leftcenter
charleston gazette-mail,leftcenter
charlotte observer,leftcenter
chicago reporter,leftcenter
chicago sun times,leftcenter
chicago tribune,leftcenter
citizens for legitimate government,leftcenter
citizens for responsibility and ethics in washington (crew),leftcenter
citizens for tax justice,leftcenter
clean technica,leftcenter
cnbc,leftcenter
columbia journalism review (cjr),leftcenter
columbia reports,leftcenter
committee to investigate russia,leftcenter
common cause,leftcenter
commonweal magazine,leftcenter
commonwealth fund,leftcenter
corporate presidency,leftcenter
council for the national interest,leftcenter
credo action,leftcenter
crosscut.com,leftcenter
ctv news,leftcenter
daily hive,leftcenter
dawn,leftcenter
dcreport.org,leftcenter
deadline hollywood,leftcenter
deccan herald,leftcenter
delaware online – news journal,leftcenter
democracy 21,leftcenter
democrat and chronicle,leftcenter
demos,leftcenter
denver post,leftcenter
detroit free press,leftcenter
die zeit,leftcenter
digg,leftcenter
diversityinc,leftcenter
dutch daily news,leftcenter
dutch review,leftcenter
dw news (deutsche welle),leftcenter
earthjustice,leftcenter
east bay times,leftcenter
economic policy institute,leftcenter
economics.help,leftcenter
edmonton journal,leftcenter
egyptian streets,leftcenter
electronic frontier foundation,leftcenter
el pais,leftcenter
el paso times,leftcenter
emirates 24/7,leftcenter
empty wheel,leftcenter
engadget,leftcenter
euractiv,leftcenter
euromaiden press,leftcenter
eu observer,leftcenter
exposing the truth,leftcenter
factbox.tv,leftcenter
fact/myth,leftcenter
fairness & accuracy in reporting (fair),leftcenter
fairvote,leftcenter
fast company,leftcenter
feminist frequency,leftcenter
fight for the future,leftcenter
fivethirtyeight,leftcenter
foreign policy in focus,leftcenter
fort worth weekly,leftcenter
france24,leftcenter
freakonomics,leftcenter
free press,leftcenter
fresno bee,leftcenter
fusion,leftcenter
gay star news,leftcenter
geopolitics alert,leftcenter
greensboro news and record,leftcenter
greentech media,leftcenter
glamour magazine,leftcenter
global citizen,leftcenter
global news,leftcenter
global post,leftcenter
global risk insights,leftcenter
global times,leftcenter
governing magazine,leftcenter
grist,leftcenter
haaretz,leftcenter
harpers,leftcenter
hartford courant,leftcenter
health magazine,leftcenter
healthyway,leftcenter
heavy.com,leftcenter
helsinki times,leftcenter
high country news,leftcenter
highline,leftcenter
hindustan times,leftcenter
history news network,leftcenter
hollywood reporter,leftcenter
honolulu star-advertiser,leftcenter
houston chronicle,leftcenter
human rights watch,leftcenter
humanium,leftcenter
hurriyet daily news,leftcenter
ice news,leftcenter
if america knew,leftcenter
independent australia,leftcenter
independent media center,leftcenter
indianapolis star,leftcenter
inews,leftcenter
inquisitr,leftcenter
insideclimate news,leftcenter
inside higher ed,leftcenter
inside philanthropy,leftcenter
institute for middle east understanding (imeu),leftcenter
institute on taxation and economic policy (itep),leftcenter
international business times,leftcenter
international center for research on women,leftcenter
international crisis group,leftcenter
inter press service (ips),leftcenter
inverse,leftcenter
ipolitics,leftcenter
irin news,leftcenter
jihadica,leftcenter
joint center for political and economic studies,leftcenter
journal of politics and society,leftcenter
kansas city star,leftcenter
knight foundation,leftcenter
kmov-st. louis,leftcenter
koko news 5,leftcenter
kuow npr,leftcenter
kurdistan 24,leftcenter
kyiv post,leftcenter
la presse,leftcenter
la times,leftcenter
latin times,leftcenter
lawfare blog,leftcenter
law newz,leftcenter
left justified,leftcenter
lethbridge herald,leftcenter
lexington herald leader,leftcenter
liberal mountain,leftcenter
lifehacker,leftcenter
liveleak,leftcenter
maclean’s magazine,leftcenter
maine beacon,leftcenter
malaysiakini,leftcenter
mediafile,leftcenter
medium,leftcenter
metro,leftcenter
metro uk,leftcenter
mexico daily news,leftcenter
miami herald,leftcenter
mic,leftcenter
migration policy institute,leftcenter
milwaukee journal-sentinel,leftcenter
minneapolis star tribune,leftcenter
minnesota public radio (mpr),leftcenter
minnpost,leftcenter
mint press news,leftcenter
mongabay,leftcenter
monthly review,leftcenter
montreal gazette,leftcenter
morning consult,leftcenter
moscow times,leftcenter
mother nature network,leftcenter
mountain democrat,leftcenter
msn,leftcenter
muncie voice,leftcenter
mwc news – media with conscience,leftcenter
naked capitalism,leftcenter
national association for the advancement of colored people (naacp),leftcenter
national center for transgender equality (ncte),leftcenter
national monitor,leftcenter
national newswatch (canada),leftcenter
national observer (canada),leftcenter
national youth rights association,leftcenter
natural resources defense council,leftcenter
natural resource governance institute,leftcenter
nbc news,leftcenter
nc policy watch,leftcenter
ndtv,leftcenter
need 2 know,leftcenter
new england cable news (necn),leftcenter
news channel 4 (kfor.com),leftcenter
news.com.au,leftcenter
newsday,leftcenter
news deeply,leftcenter
newgru,leftcenter
newser,leftcenter
newsone,leftcenter
newsweek,leftcenter
newsy,leftcenter
new europe,leftcenter
new left review,leftcenter
new matilda,leftcenter
new moderate,leftcenter
new york daily news,leftcenter
news and guts,leftcenter
npr,leftcenter
new york times,leftcenter
oc weekly,leftcenter
odyssey online,leftcenter
oil and water don’t mix,leftcenter
opendemocracy,leftcenter
opposing views,leftcenter
oneindia,leftcenter
our world in data,leftcenter
outside the beltway,leftcenter
ozy media,leftcenter
pacific standard magazine,leftcenter
panam post,leftcenter
patriotic millionaires,leftcenter
pbs news hour,leftcenter
philadelphia inquirer,leftcenter
philadelphia tribune,leftcenter
philippine daily inquirer,leftcenter
phoenix new times,leftcenter
pittsburgh post-gazette,leftcenter
pluralist,leftcenter
political critique,leftcenter
politico,leftcenter
politics that work,leftcenter
population connection,leftcenter
portland press-herald,leftcenter
positive news,leftcenter
press tv,leftcenter
propublica,leftcenter
prospect magazine,leftcenter
providence journal,leftcenter
public citizen,leftcenter
public radio international (pri),leftcenter
quartz,leftcenter
radio free asia,leftcenter
raleigh news & observer,leftcenter
rationalwiki,leftcenter
real news network,leftcenter
religion news service,leftcenter
republic world,leftcenter
reveal – center for investigative journalism,leftcenter
right web,leftcenter
roanoke times,leftcenter
rolling stone,leftcenter
roosevelt institute,leftcenter
rudaw,leftcenter
sacramento bee,leftcenter
salt lake tribune,leftcenter
san antonio express-news,leftcenter
san diego free press,leftcenter
san francisco chronicle,leftcenter
san francisco examiner,leftcenter
san francisco globe,leftcenter
san jose mercury news,leftcenter
santa barbara independent,leftcenter
santa fe new mexican,leftcenter
saudi gazette,leftcenter
scoopwhoop,leftcenter
scroll.in,leftcenter
seattle post-intelligencer,leftcenter
seattle times,leftcenter
second nexus,leftcenter
sentencing project,leftcenter
sfgate,leftcenter
shame project,leftcenter
sky news,leftcenter
sojourners (soho),leftcenter
sootoday.com,leftcenter
southern poverty law center,leftcenter
special broadcasting service (sbs),leftcenter
spiegel online,leftcenter
star-ledger,leftcenter
staten island advance,leftcenter
stepfeed,leftcenter
st. louis post-dispatch,leftcenter
stocks news daily,leftcenter
stopfake,leftcenter
st. paul pioneer press,leftcenter
stuff,leftcenter
swi – swissinfo.ch,leftcenter
syrian observatory for human rights (sohr),leftcenter
tablet magazine,leftcenter
tax justice network,leftcenter
tax policy center,leftcenter
techcrunch,leftcenter
texas monthly,leftcenter
the sun magazine,leftcenter
tampa bay times,leftcenter
the age (australia),leftcenter
the automatic earth,leftcenter
the baffler,leftcenter
the budapest beacon,leftcenter
the century foundation,leftcenter
the christian left,leftcenter
the citizen (australia),leftcenter
the council of canadians,leftcenter
the courier-journal,leftcenter
the daily climate,leftcenter
the daily tarheel,leftcenter
the economic times,leftcenter
the european council on foreign relations (ecfr),leftcenter
the fifth column,leftcenter
the forward,leftcenter
the globe and mail (toronto),leftcenter
the guardian,leftcenter
the herald (everett),leftcenter
the hill,leftcenter
the hindu,leftcenter
the independent,leftcenter
the intercept,leftcenter
the interpreter (magazine),leftcenter
the irish times,leftcenter
the irrawaddy,leftcenter
the jerusalem report,leftcenter
the journal news,leftcenter
the korea times,leftcenter
the local (norway),leftcenter
the monthly (australia),leftcenter
the nation institute,leftcenter
the new arab,leftcenter
the news-times (danbury),leftcenter
the news tribune,leftcenter
the new tropic,leftcenter
the next web (tnw),leftcenter
the observer,leftcenter
the olympian,leftcenter
the oslo times,leftcenter
the patriot-news,leftcenter
the plain dealer,leftcenter
the press democrat,leftcenter
the pulse,leftcenter
the record (nj),leftcenter
the ringer,leftcenter
the saturday paper,leftcenter
the state,leftcenter
the stranger,leftcenter
the sun magazine,leftcenter
the sydney morning herald,leftcenter
the tab,leftcenter
the trace,leftcenter
the tyee,leftcenter
the varsity,leftcenter
the verge,leftcenter
the virginian pilot,leftcenter
the week,leftcenter
the wilderness society,leftcenter
the wire – india,leftcenter
the zero hour,leftcenter
thomson reuters foundation,leftcenter
time,leftcenter
times-colonist,leftcenter
times headline,leftcenter
times of israel,leftcenter
times-picayune,leftcenter
timeline,leftcenter
tomdispatch.com,leftcenter
to inform is to influence,leftcenter
toronto star,leftcenter
uawire,leftcenter
unicorn riot,leftcenter
united federation of teachers (uft),leftcenter
university business,leftcenter
urban institute,leftcenter
us news world report,leftcenter
usa today,leftcenter
utah public radio (upr),leftcenter
vancouver sun,leftcenter
vice news,leftcenter
votevets.org,leftcenter
vulture,leftcenter
wall street on parade,leftcenter
washington blade,leftcenter
washington post,leftcenter
wgn news,leftcenter
windsor star,leftcenter
wings over scotland,leftcenter
wired magazine,leftcenter
wnyc,leftcenter
world affairs journal,leftcenter
worldcrunch,leftcenter
world policy institute,leftcenter
yahoo news,leftcenter
ynetnews,leftcenter
york daily record,leftcenter
youth radio,leftcenter
680 news,center
abc news australia,center
abs-cbn news,center
afp (agence france presse),center
africa news,center
agerpres,center
ahram online,center
airwars,center
al arabiya,center
al bawaba,center
al majalla,center
alabama political reporter,center
alabama today,center
albany democrat-herald,center
albuquerque journal,center
allgov,center
alliance for securing democracy,center
american heritage,center
amnesty international,center
anthropocene magazine,center
aptn national news,center
arizona capitol times,center
asia news international (ani),center
asia times,center
asharq al-awsat,center
associated press,center
atlantic council,center
australian financial review,center
ballotpedia,center
bangkok post,center
battlefords news-optimist,center
bbarta24,center
belfer center for science and international affairs,center
bellingcat,center
better government association,center
bdnews24,center
big news network,center
big think,center
bismarck tribune,center
bno news,center
bridge magazine,center
brief.news,center
bulletin of the atomic scientists,center
bullshido,center
burnett county sentinel,center
business 2 community,center
canadian public affairs channel (cpac),center
cape cod times,center
capitol fax,center
carnegie endowment for international peace,center
casper star-tribune,center
castanet,center
center for advanced defense studies,center
center for democracy and technology (cdt),center
center for global development,center
center for inquiry,center
center for a new american security,center
center for public integrity,center
center for responsive politics,center
center for strategic and international studies,center
china daily,center
china global television network (cgtn),center
christian science monitor,center
city and state new york,center
committee for economic development,center
committee for a responsible federal budget,center
committee to protect journalists,center
concord monitor,center
conflict news,center
congress.gov,center
congressional budget office (cbo),center
consortium news,center
constitution daily,center
constitution project,center
consumerist,center
consumer reports,center
cook political report,center
countable news,center
courthouse news service,center
cp24,center
crimeola,center
c-span,center
daily business review,center
daily journal (illinois),center
daily journal (missouri),center
daily record,center
darien times,center
defense one,center
des moines register,center
digital journal,center
doctors without borders,center
dpa german press agency,center
eagle tribune,center
earth institute,center
ej insight,center
elko daily free press,center
err news (estonia public broadcasting),center
eurasia group,center
eurasia review,center
euronews,center
every crs report,center
factcheck.org,center
factscan,center
factwire news agency,center
fair observer,center
federal times,center
financial express,center
financial times,center
first draft news,center
foreign affairs,center
foreign policy,center
freedom from religion foundation (ffrf),center
free wheel media,center
full fact (uk),center
gallup,center
gears of biz,center
gbtimes,center
government executive,center
govtrack,center
global integrity,center
global slavery index,center
globe gazette (iowa),center
goodnewsnetwork,center
grabien news,center
harvard business review,center
harvard gazette,center
harvard political review,center
healthcare finance news,center
herald & review (illinois),center
hoax slayer,center
homeland security news wire,center
i24 news,center
icitizen,center
idaho statesman,center
imediaethics,center
independent record (montana),center
independent voter network (ivn),center
india today,center
institute for women’s policy research (iwpr),center
investigative reporters and editors,center
international consortium of investigative journalists,center
international energy agency,center
international organization,center
international press institute,center
international rescue committee,center
investopedia,center
jackson sun,center
janes 360,center
japan times,center
jewish telegraphic agency (jta),center
jstor daily,center
just security,center
kaiser family foundation,center
knowhere,center
know your meme,center
lead stories,center
le devoir,center
lima charlie news,center
lincoln journal star,center
listverse,center
lompoc record,center
makeuseof,center
malaysia today,center
maplight,center
marketwatch,center
mcclatchydc,center
mediashift,center
memeorandum,center
mental floss,center
mercopress,center
merion west,center
metabunk,center
military.com,center
missoulian,center
mlive (michigan – booth newspapers),center
montana standard,center
napa valley register,center
national bureau of economic research (nber),center
national institute on money in state politics,center
national journal,center
nationmaster,center
new america foundation,center
new bern sun journal,center
news24 (south africa),center
newsela,center
news lookup,center
newsnow (uk),center
new zealand herald,center
next avenue,center
nextgov,center
nhk world,center
niskanen center,center
nk news,center
noozhawk,center
north korea times,center
northwest indiana times,center
novinite,center
no labels,center
oneeighty,center
open the government,center
oyez project,center
pacific daily news,center
patch,center
patheos,center
pensacola news journal,center
peterson foundation,center
peterson institute for international economics (piie),center
pew research,center
places journal,center
political storm,center
politifact,center
polygraph.info,center
poynter institute,center
pr newswire,center
procon.org,center
project on government oversight (pogo),center
project syndicate,center
public policy polling (ppp),center
public religion research institute (prri),center
pxw news,center
quad city times,center
radio free europe / radio liberty,center
rand corporation,center
rapid city journal,center
recode,center
relevant magazine,center
reporters lab,center
reporters without borders,center
represent.us,center
reuters,center
riverbender.com,center
roll call,center
rte (radio television of ireland),center
russian media monitor,center
santa maria times,center
sarasota herald-tribune,center
sayfie review,center
science debate,center
scoopnest,center
scotusblog,center
shareably,center
shorenstein center,center
simple politics,center
sioux city journal,center
smartnews,center
snopes,center
south china morning post,center
spectrum news – ny1,center
spectrum report,center
st. cloud times,center
stars and stripes,center
stat (news),center
stimson center,center
stock news usa,center
strategypage,center
stratfor,center
sunlight foundation,center
taipei times,center
taiwan news,center
task and purpose,center
texas standard,center
texas tribune,center
that’s nonsense,center
the auburn citizen,center
the balance,center
the baxter bulletin,center
the bureau of investigative journalism,center
the canadian press,center
the china post,center
the chronicle of higher education,center
the cipher brief,center
the conversation,center
the day (new london),center
the daily news (longview),center
the daily progress,center
the defcon warning system,center
the diplomat magazine,center
the economist,center
the elkhart truth,center
the fake news codex,center
the herald journal,center
the humanist magazine,center
the indian express,center
the jakarta post,center
the jerusalem post,center
the jordan times,center
the journal gazette & times-courier,center
thejournal.ie,center
the knife,center
the marshall project,center
the meme policeman,center
the middle east in london,center
the moderate voice,center
the morning call,center
the news (mexico city),center
the news international,center
the news literacy project,center
the observatory,center
the outlook (monmouth university),center
the pantagraph,center
the phnom penh post,center
the post and courier,center
the post star,center
the scotsman,center
the sentinel (pennsylvania),center
the skimm,center
the sociable,center
the southern illinoisan,center
the star democrat,center
the strategy bridge,center
the swedish wire,center
the times and democrat,center
the times of india,center
the truthsetter,center
the whim,center
thewrap,center
third way,center
thoughtco,center
times-news (idaho),center
times of san diego,center
today i found out,center
transparency international,center
transpartisan review,center
tribune news service,center
true viral news,center
truth be told,center
truthorfiction.com,center
turkey and facts (dogruluk payi),center
tvw washington state,center
undark,center
united press international (upi),center
united states house of representatives (house.gov),center
usafacts,center
usa spending.gov,center
utah standard-examiner,center
vera files,center
viral thread,center
vocativ,center
voice of america,center
voice of san diego,center
vos iz neias,center
vote smart,center
war on the rocks,center
washington journal,center
